username,text,reply_to,reply,pred_label,prob_confuso,prob_não,prob_sim
anasanttos2828,sofri com a recuperação da cesariana mais eu mesma dava banho na minha filha trocava e até hj ela tem 2 anos ando só o bagaço de cansada mais não..,,7,não,0.052666399627923965,0.8609898686408997,0.08634370565414429
brunagabriela608,"isso do caráter pai de verdade jamais toca na filha
fui criada pelo meu pai ele trocou minha fralda pq mijava na cama ele nunca tocou em mim ..",anasanttos2828,0,não,0.019687701016664505,0.9350601434707642,0.04525216296315193
jozeria00,gente ele abusou não é pq trocou fralda não.. Não entendo pq Essi cometário,anasanttos2828,0,não,0.4429568648338318,0.4473224878311157,0.10972060263156891
anasanttos2828,tem homem que é pai de verdade mais tem uns que são monstros enfim cada qual faz o q quiser com seu filhos mais com a minha prefiro ter o pé atrás,anasanttos2828,0,não,0.027597011998295784,0.9211158156394958,0.05128725618124008
alinedearagao,você não teve pai??,anasanttos2828,0,não,0.18125034868717194,0.5215188264846802,0.29723086953163147
mary.oliver18,sem palavras meu Deus 😭😭,,0,não,0.025705046951770782,0.9470998048782349,0.027195075526833534
tokio_hotel_my_loves,bem no dia do meu aniversario 10 de fevereiro.....,,1,não,0.028270535171031952,0.936952531337738,0.03477693349123001
bladox_4,no meu também,tokio_hotel_my_loves,0,não,0.028513722121715546,0.912121593952179,0.05936471372842789
sb_oliveiraa,🥺🥺🥺🥺meu Deus e cadê a mãe nessa hora,,1,não,0.025135841220617294,0.9413930773735046,0.03347103297710419
lahh_yt,Tava dormindo :( pena que n acordou. Imagina quando ela acordou,sb_oliveiraa,0,não,0.17017965018749237,0.759087324142456,0.07073305547237396
fernandavieira0406,Misericórdia não entendo a maldade do ser humano,,0,não,0.0332796536386013,0.9028881192207336,0.06383215636014938
marileiagomes82,ó meu Deus 😭😭,,0,não,0.02711787074804306,0.9375145435333252,0.035367611795663834
ataisanaraataisana,tenho medo desse mundo cruel nossa um anjo 👼 desse 🥺🥺🥺jamais vou esquecer esse casinha chorei muito 🥺🥺de ver a repórter,,0,não,0.016161954030394554,0.957335889339447,0.026502151042222977
paulianasoares43,ou meu pai que do vem uma coisa dessa tanta maldade 🥺,,0,não,0.046401649713516235,0.9190375208854675,0.03456076979637146
userfeahvifji8,meu Deus 😭😭,,0,não,0.02538176439702511,0.9453325867652893,0.029285762459039688
suelycardoso528,🥺 meu Deus,,0,não,0.029202383011579514,0.9363304376602173,0.03446716070175171
lennysalles3,Jesus 🥺,,0,não,0.04410285875201225,0.884283721446991,0.07161350548267365
mcrockjh,meu Deus🥺,,0,não,0.023107372224330902,0.9411518573760986,0.03574075177311897
zeza3680,sem palavras minha vida 😢,,0,não,0.02147814817726612,0.9568039178848267,0.02171790599822998
user1877861563817,meu deus,,0,não,0.028097718954086304,0.9343861937522888,0.03751605004072189
manu_wzxy,mano esse vdo me quebreou velho.... a criança com menos de 1 mes foi pro ceu,,0,não,0.09208648651838303,0.8130559325218201,0.09485763311386108
annapinto73,Minha querida menina😪😪🌹❤️,,0,não,0.020080605521798134,0.9537343978881836,0.02618495188653469
userag18betdv4,gente como pode uma pessoa ser capaz disso 🥺,,0,não,0.05078456550836563,0.866142749786377,0.08307277411222458
sabrina56491,"esse caso me chocou pq eu estava com um BB de 26 dias eu chorei muito quando vi no jornal,😭😭😭😭",,0,não,0.033006079494953156,0.928252637386322,0.038741178810596466
danicostapaola,como dói meu Deus como dói 🥺,,0,não,0.022267241030931473,0.9474427700042725,0.030290046706795692
terezinhadejesu145,Sem palavras 😭😭,,0,não,0.02474188804626465,0.9444189667701721,0.03083912283182144
gersonalves087,descanse em paz menina Luz🥺🥺,,0,não,0.025560736656188965,0.9396038055419922,0.034835394471883774
crisviana008,Jesus Cristo…sem palavras,,0,não,0.033839236944913864,0.9085174798965454,0.05764324963092804
lourizentesantos5,meu Deus 😢😢🥺🥺🥺🤧😩😩😭😭😭,,0,não,0.02538176439702511,0.9453325867652893,0.029285762459039688
raquelbruna08,meu deus,,0,não,0.028097718954086304,0.9343861937522888,0.03751605004072189
user408076190493,so Deus 😪,,0,não,0.028698595240712166,0.9353058934211731,0.0359954833984375
mariinsc_,o meu deus ❤️eu sinto muito,,0,não,0.02316439338028431,0.9520098567008972,0.024825850501656532
andy_silva26,corto meu coração 💔🥹,,0,não,0.019246557727456093,0.9605528712272644,0.020200645551085472
alessandraalmeida8655,misericórdia 😳,,0,não,0.038695674389600754,0.9123566150665283,0.04894771799445152
mariagomesdasilva586,Misericórdia meu Senhor Jesus Cristo 😱,,0,não,0.043442413210868835,0.8988519906997681,0.0577055923640728
danielalima773,😔😢😭😭😭😭😭,,1,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
contosbizarros.tiktok,🥺🥺🥺,danielalima773,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
genaldocustodio,😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
wednasilva21,😳😳,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lidia.sales1234,😢😔,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
solange54101,😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
fabirosa06,😢😢😢,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
appleuser97369812,😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
thainara.resende1,🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
laiza.dahanna,😔😔😔😞😞,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
user8868119393007,💔,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
user8868119393007,😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
gersonalves087,🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
giovannaagerber,😢😢,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
jc_jliocsar,😳,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
elenimirele772,😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
nadja2_7,😟😟😟,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
francisca.rocha287,😭😭😭😭😭😭😭😭😭😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ludiva00,😭😭😭😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
fernandarodrig3671,🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
rayaninha388,😢😢😢😢😢🥺🥺🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
user79617863311781,😳😳😳😳,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ketlysil,😢😢😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
eu_mandu,🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
marlenecampos4321234,🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
jessicao394,🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
neide095w,🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
sandrasjsouza,🥺🥺🥺🥺🥺🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
naiarabarral207,😳😳😳,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
user8183374461176,so vai pro céu quem é ungido! apenas esperando a ressurreição. conhecereis a verdade e ela libertará site jw.org sistema de coisas últimos dias.,,1,não,0.04459252581000328,0.7095775008201599,0.24582993984222412
user8183374461176,o amor da maioria ia esfriar,user8183374461176,0,não,0.02035387232899666,0.932314395904541,0.047331761568784714
bruninha.400,e ia 😂😂😂,,0,não,0.06755279004573822,0.8139700293540955,0.11847726255655289
jocyllenysantos,😭😭😭😭😭😭😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
raul.s.v_ip,"é IA""<""",,0,sim,0.059577107429504395,0.0871526449918747,0.8532702326774597
josaugustodasilva014,Pai Santificado te amo sempre Pai ama seu filho augusto ama a Deus Santo 😇 amém Senhor,,0,não,0.035611141473054886,0.8980259895324707,0.06636280566453934
kellygonalves818,🥺🥺🥺🥺🥺🥺🥺🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
regilenebrandao39,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
felipepereira564,MALDADE,,0,não,0.06731922179460526,0.7069504857063293,0.225730299949646
mariaeliane7879,😱😱😱😱😱😱😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
vanderleiarodrig466,😳😳😳😳😳😳😳😳😳😳😳😳😳😳,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
visionaria220,😳,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
ivanirdesouza92,😳😳😳😳😳😳🥺😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😤😤😤😤😤😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
jaquelineferraz8283,Como uma pessoa tem coragem de fazer isso com uma criança 🥺🥺,,1,não,0.032686442136764526,0.9097316265106201,0.057581864297389984
contosbizarros.tiktok,não consigo entender isso🥺,jaquelineferraz8283,0,confuso,0.7313038110733032,0.20773716270923615,0.0609591007232666
user57266760522722,era bom que ele fosse parar na cadeia do Rio de Janeiro com essa história,,1,não,0.04822906106710434,0.8821486234664917,0.06962230056524277
user57266760522722,os presos rio de Janeiro quem a busa de criança assim eles fazem exatamente o que fez com você,user57266760522722,0,não,0.022719740867614746,0.9133306741714478,0.0639495924115181
leidianebarbosa360,Ame,,0,não,0.02100764401257038,0.933633029460907,0.045359235256910324
cleuzadefatimapau,😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
izabele.ce,triste 😢 isso,,0,não,0.03674013167619705,0.9163918495178223,0.04686809331178665
meninadosolhosdedeus.6,🥺🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
isadora.isabelle.dia23,quanta maldade,,0,não,0.033304836601018906,0.9185952544212341,0.048099927604198456
micheleandressa155,🥺🥺 muito triste 🥺,,0,não,0.022290166467428207,0.9539588689804077,0.023750895634293556
jaquelineferraz8283,😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
actorramon,"onde eu morava o pai abusou da filha de 2 meses e a bebê faleceu, a de 4 meses também faleceu do nada, todos falam que ele feis o mesmo 😭😭😭",,0,não,0.04508223384618759,0.9106028079986572,0.0443149171769619
lucianacarneiro123,meu Deus quanta violência contra a nossa s criança,,0,não,0.02736356481909752,0.9287670254707336,0.043869420886039734
carlajesussantos67,meu Deus,,0,não,0.02928922511637211,0.9330061674118042,0.03770456835627556
angelicarodrigues791,O meu Deus como podem fazer isso,,0,não,0.06670978665351868,0.88210129737854,0.05118883028626442
torinosales697,😂,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
julianarodriguesalvess,"se eu tivesse uma filha, homem nenhum ia vê-la sem roupa, nem msm o pai.",,0,não,0.03074347972869873,0.894605278968811,0.0746513083577156
patypereira209,😳 meus Deus quanta maldade .,,0,não,0.02936527505517006,0.9370766282081604,0.03355806693434715
analigia.medeiros,"Para que todos entendam, a culpa é sempre do abusador. Não é roupa 😭",,0,não,0.11549992114305496,0.7659013271331787,0.11859870702028275
greicielle.cristh,eu perco meu réu primário com orgulho viu,,0,não,0.022729938849806786,0.9369280338287354,0.040342066437006
deehborges7,😂,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
frncscx1,✨,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
central.emillyvick1,🥰,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
josenildams78,todos abusadores deveriam morrer de forma trágica e cruel,,0,não,0.028715377673506737,0.9100250601768494,0.06125960871577263
.t0ia,❤️,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
cerberusff22,😂,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
anapaulsilvasilva,🥺🥺🥺 eu Nei gosto de pensar meu bebê tem 7 meses,,0,não,0.028082046657800674,0.9211936593055725,0.050724271684885025
eo_gaguin032,❤️,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lucienedas.paula,😂,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
evelyn_themorals,caramba...,,0,não,0.22643542289733887,0.5663614869117737,0.20720306038856506
byisahsik,"meu aniversário é 10 de fevereiro, devo me preocupar???",,0,confuso,0.7020702362060547,0.24329380691051483,0.05463597550988197
__analuh_4,desculpa luz😔🖤,,0,não,0.19797414541244507,0.7072818279266357,0.09474403411149979
tudoemcortes20,"quando alguém morre muitos dizem que foi Deus que quis, será que Deus iria querer que ela sofresse essa maldade toda?",,0,não,0.11252247542142868,0.7909131050109863,0.09656437486410141
yukimiya_art,MEU ANIVERSÁRIO É DIA 10 DE FEVEREIRO,,0,não,0.04370613023638725,0.899307370185852,0.056986499577760696
angelitaoliveira143,Que horror,,0,não,0.029421521350741386,0.9164072871208191,0.05417118966579437
kerolin1106,🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
lucilia757,🥺🥺que horror,,0,não,0.0464235283434391,0.8261174559593201,0.1274590641260147
user59169249409142,Amem,,0,não,0.032306261360645294,0.9302715063095093,0.037422213703393936
isabel_vieira2,"pai q faz isso com filhos é um covarde sem coração, é revoltando",,0,não,0.030513763427734375,0.9262278079986572,0.043258532881736755
samarasantana8557,miséricordia,,0,não,0.05477878078818321,0.8475412130355835,0.09768006950616837
claudiaoliver53,"Que mundo nojento, se eu tivesse com a cabeça que tenho hoje nao queria ter filhos",,0,não,0.02605050802230835,0.9287532567977905,0.04519627243280411
clarissekakessekakesse,dia 10 de fevereiro é o dia do meu aniversário,,0,não,0.03334110602736473,0.9138137102127075,0.05284516513347626
byafernandes77,Que mundo cruel e esse senhor. Deus só o senhor pra nós proteger,,0,não,0.025662409141659737,0.9371432065963745,0.0371943823993206
rigobertoneto6,existem pessoas... que merecem algo pior que o inferno...,,0,não,0.039215609431266785,0.9009353518486023,0.05984913930296898
_queen..popcorn_,eu faço aniversário dia 10 de fevereiro,,0,não,0.029069190844893456,0.9291023015975952,0.04182853922247887
valdirenebenicio,Misericórdia,,0,não,0.04793212562799454,0.8606274724006653,0.09144048392772675
nayumi.official,Minha irmã nasceu dia 10 de fevereiro😰😰,,0,não,0.027658920735120773,0.9265395998954773,0.04580149054527283
rotina_da.leleh,Minha vontade é de se eu tiver um desejo eu desejava que todos os bebês abusados ou mortos reviver,,0,não,0.01933578960597515,0.936458945274353,0.044205255806446075
camilamiranda142j5,bebe de 27 dias dormindo em quarto separado?😳,,0,sim,0.23884384334087372,0.31855112314224243,0.44260507822036743
ashley._._6,@Mariáh Heusi🔍,,0,não,0.07219938933849335,0.8506165146827698,0.07718406617641449
olho937,O bebe de 27 dias tem dente kkkkkkkkkkk😂😂😂😂,,0,não,0.10618942975997925,0.6855930685997009,0.2082175612449646
bibifarias40gmail.com,meu Deus,,0,não,0.02928922511637211,0.9330061674118042,0.03770456835627556
mariajosepaixao05,que monstrotruosidade,,0,não,0.041857633739709854,0.7666199803352356,0.19152238965034485
lu.arajo6,Muito triste msm,,0,não,0.027575187385082245,0.9473479390144348,0.025076821446418762
mari.a304,nossa que bela mãe o bebê só tinha 27 dias de nacido já dormindo sozinha,,0,não,0.020250512287020683,0.9400886297225952,0.03966087847948074
luxy.kpop,Meu deus🥺 coitada da nenem🥺🥺,,0,não,0.024728048592805862,0.933017909526825,0.042254090309143066
mayarabarbosa303,😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
simonerodrigue3,sem cometário,,0,não,0.1732989102602005,0.706069827079773,0.12063132226467133
daniellearoucheco,🥺🥺🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
janecleide323,misericórdia,,0,não,0.04248438775539398,0.8518015146255493,0.10571404546499252
adri_da_silva_vicente,Verdade as leis Brasileiras e nada a sim elas servem protegem o Bandido sou prova viva por causa de um rapaz de 34 anos meu de 18 teve traumatismo cra,,0,não,0.09895303845405579,0.7508177757263184,0.1502290815114975
user52303610691782,🥰🥰🥰🥰,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
vanusamessias171,Esse caso me deixou em extrema revolta.,,0,não,0.029305269941687584,0.9364990592002869,0.034195709973573685
euridessantos786,😭😭😭😭😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
anisiadrews,MEU DEUS,,0,não,0.03398488834500313,0.9281701445579529,0.03784498572349548
joycepaula339,misericórdia 🥺,,0,não,0.038695674389600754,0.9123566150665283,0.04894771799445152
mariasousaalves2,meu Deus meu Deus,,0,não,0.03033600002527237,0.9294353723526001,0.04022862762212753
alexandralins716,🥺🥺cada caso senhor,,0,não,0.16874176263809204,0.4413326680660248,0.38992559909820557
rosaalmeida9303,Qhe triste 😢,,0,não,0.022917568683624268,0.9533259868621826,0.02375638112425804
andreiacristina4095,😭😭😭😭😭,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
chele_carneiro,🥺🥺🥺🥺🥺🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
talitacristinadossantos,"foi esse ano esse caso, muito triste",,0,não,0.02247302606701851,0.9473799467086792,0.030147098004817963
vanessacristiane84,"meu anjo😥 é INEXPLICÁVEL ,tanta maldade do ser humano 😥😥😥 MISERICÓRDIA 😱😭",,0,não,0.034209467470645905,0.9162235260009766,0.049567099660634995
julitamaria96,isso não é pai,,0,não,0.04477826505899429,0.7677592039108276,0.18746258318424225
roseandrade2814,Como um neném com 27 dias pode ter tantos dentes,,0,não,0.1550571173429489,0.5980623364448547,0.24688059091567993
nelmaoliveira63,🥺,,0,não,0.03178872540593147,0.9143905639648438,0.05382072553038597
soraiasarah3,sem comentário,,0,não,0.2642158567905426,0.5837831497192383,0.1520010381937027
